Date,Close
4/24/2019 16:00:00,136.48
4/25/2019 16:00:00,135.56
4/26/2019 16:00:00,135.4
4/29/2019 16:00:00,135.52
4/30/2019 16:00:00,136.03
5/1/2019 16:00:00,134.6
5/2/2019 16:00:00,134.73
5/3/2019 16:00:00,134.14
5/6/2019 16:00:00,132.33
5/7/2019 16:00:00,137.7
5/8/2019 16:00:00,141.04
5/9/2019 16:00:00,141.16
5/10/2019 16:00:00,141.33
5/13/2019 16:00:00,138.68
5/14/2019 16:00:00,140.94
5/15/2019 16:00:00,143.64
5/16/2019 16:00:00,143.66
5/17/2019 16:00:00,142.38
5/20/2019 16:00:00,141.54
5/21/2019 16:00:00,143.86
5/22/2019 16:00:00,142.87
5/23/2019 16:00:00,142.33
5/24/2019 16:00:00,144.29
5/28/2019 16:00:00,144.52
5/29/2019 16:00:00,143.07
5/30/2019 16:00:00,143
5/31/2019 16:00:00,143.02
6/3/2019 16:00:00,141.97
6/4/2019 16:00:00,143.04
6/5/2019 16:00:00,144.86
6/6/2019 16:00:00,148.48
6/7/2019 16:00:00,150.34
6/10/2019 16:00:00,153.84
6/11/2019 16:00:00,154.72
6/12/2019 16:00:00,154.63
6/13/2019 16:00:00,154.05
6/14/2019 16:00:00,152.86
6/17/2019 16:00:00,154.14
6/18/2019 16:00:00,158.21
6/19/2019 16:00:00,157.83
6/20/2019 16:00:00,161.16
6/21/2019 16:00:00,162.21
6/24/2019 16:00:00,162.21
6/25/2019 16:00:00,159.74
6/26/2019 16:00:00,159.5
6/27/2019 16:00:00,160.86
6/28/2019 16:00:00,161.42
7/1/2019 16:00:00,163.19
7/2/2019 16:00:00,165.12
7/3/2019 13:00:00,167.51
7/5/2019 16:00:00,165.61
7/8/2019 16:00:00,165.85
7/9/2019 16:00:00,165.64
7/10/2019 16:00:00,167
7/11/2019 16:00:00,166.43
7/12/2019 16:00:00,166.51
7/15/2019 16:00:00,168.47
7/16/2019 16:00:00,169.12
7/17/2019 16:00:00,168.75
7/18/2019 16:00:00,168.7
7/19/2019 16:00:00,166.5
7/22/2019 16:00:00,167.1
7/23/2019 16:00:00,168.43
7/24/2019 16:00:00,167.51
7/25/2019 16:00:00,166.27
7/26/2019 16:00:00,165.85
7/29/2019 16:00:00,164.68
7/30/2019 16:00:00,160.14
7/31/2019 16:00:00,161.08
8/1/2019 16:00:00,163
8/2/2019 16:00:00,159.48
8/5/2019 16:00:00,156.78
8/6/2019 16:00:00,156.59
8/7/2019 16:00:00,158.11
8/8/2019 16:00:00,160.1
8/9/2019 16:00:00,158.87
8/12/2019 16:00:00,158.03
8/13/2019 16:00:00,160.82
8/14/2019 16:00:00,155.9
8/15/2019 16:00:00,155.32
8/16/2019 16:00:00,155.83
8/19/2019 16:00:00,156.18
8/20/2019 16:00:00,155.03
8/21/2019 16:00:00,156.49
8/22/2019 16:00:00,155.11
8/23/2019 16:00:00,153.22
8/26/2019 16:00:00,156.6
8/27/2019 16:00:00,160.39
8/28/2019 16:00:00,157.65
8/29/2019 16:00:00,158.22
8/30/2019 16:00:00,157.75
9/3/2019 16:00:00,158.01
9/4/2019 16:00:00,159.99
9/5/2019 16:00:00,161.88
9/6/2019 16:00:00,163.11
9/9/2019 16:00:00,160.74
9/10/2019 16:00:00,151.04
9/11/2019 16:00:00,151.55
9/12/2019 16:00:00,154.44
9/13/2019 16:00:00,152.6
9/16/2019 16:00:00,150.96
9/17/2019 16:00:00,153.96
9/18/2019 16:00:00,154.78
9/19/2019 16:00:00,153.62
9/20/2019 16:00:00,152.08
9/23/2019 16:00:00,152.77
9/24/2019 16:00:00,150.66
9/25/2019 16:00:00,150.35
9/26/2019 16:00:00,151.48
9/27/2019 16:00:00,152.12
9/30/2019 16:00:00,154.09
10/1/2019 16:00:00,151.96
10/2/2019 16:00:00,146.9
10/3/2019 16:00:00,149.44
10/4/2019 16:00:00,149.56
10/7/2019 16:00:00,149.79
10/8/2019 16:00:00,147.54
10/9/2019 16:00:00,149.3
10/10/2019 16:00:00,150.15
10/11/2019 16:00:00,153.32
10/14/2019 16:00:00,154.77
10/15/2019 16:00:00,156.1
10/16/2019 16:00:00,159.87
10/17/2019 16:00:00,157.61
10/18/2019 16:00:00,155.85
10/21/2019 16:00:00,156.05
10/22/2019 16:00:00,153.9
10/23/2019 16:00:00,151.97
10/24/2019 16:00:00,155.03
10/25/2019 16:00:00,156.09
10/28/2019 16:00:00,157.45
10/29/2019 16:00:00,157.78
10/30/2019 16:00:00,158.14
10/31/2019 16:00:00,160.12
11/1/2019 16:00:00,161.38
11/4/2019 16:00:00,169.99
11/5/2019 16:00:00,165.6
11/6/2019 16:00:00,165.44
11/7/2019 16:00:00,164.96
11/8/2019 16:00:00,164.9
11/11/2019 16:00:00,164.4
11/12/2019 16:00:00,165.02
11/13/2019 16:00:00,163.86
11/14/2019 16:00:00,165.47
11/15/2019 16:00:00,167
11/18/2019 16:00:00,165.35
11/19/2019 16:00:00,164.22
11/20/2019 16:00:00,164.41
11/21/2019 16:00:00,165.41
11/22/2019 16:00:00,165.25
11/25/2019 16:00:00,167.66
11/26/2019 16:00:00,170.04
11/27/2019 16:00:00,170.88
11/29/2019 13:00:00,168.27
12/2/2019 16:00:00,165.11
12/3/2019 16:00:00,168.02
12/4/2019 16:00:00,167.62
12/5/2019 16:00:00,166.94
12/6/2019 16:00:00,166.17
12/9/2019 16:00:00,163.68
12/10/2019 16:00:00,164.84
12/11/2019 16:00:00,165.23
12/12/2019 16:00:00,166.22
12/13/2019 16:00:00,163.93
12/16/2019 16:00:00,165.25
12/17/2019 16:00:00,167.43
12/18/2019 16:00:00,167.53
12/19/2019 16:00:00,166.52
12/20/2019 16:00:00,167.01
12/23/2019 16:00:00,168.59
12/24/2019 13:00:00,168.01
12/26/2019 16:00:00,168.07
12/27/2019 16:00:00,168.72
12/30/2019 16:00:00,165.3
12/31/2019 16:00:00,165.54
1/2/2020 16:00:00,168.51
1/3/2020 16:00:00,166.73
1/6/2020 16:00:00,165.85
1/7/2020 16:00:00,165.22
1/8/2020 16:00:00,168.54
1/9/2020 16:00:00,169.91
1/10/2020 16:00:00,171.31
1/13/2020 16:00:00,174.29
1/14/2020 16:00:00,171.55
1/15/2020 16:00:00,172.58
1/16/2020 16:00:00,173.41
1/17/2020 16:00:00,173.94
1/21/2020 16:00:00,174.15
1/22/2020 16:00:00,173.12
1/23/2020 16:00:00,172.26
1/24/2020 16:00:00,172.48
1/27/2020 16:00:00,168.05
1/28/2020 16:00:00,171.25
1/29/2020 16:00:00,172.65
1/30/2020 16:00:00,172.48
1/31/2020 16:00:00,168.82
2/3/2020 16:00:00,170.25
2/4/2020 16:00:00,168.53
2/5/2020 16:00:00,167.88
2/6/2020 16:00:00,168.8
2/7/2020 16:00:00,166.76
2/10/2020 16:00:00,167.55
2/11/2020 16:00:00,171.16
2/12/2020 16:00:00,173.79
2/13/2020 16:00:00,172.31
2/14/2020 16:00:00,173.26
2/18/2020 16:00:00,177.67
2/19/2020 16:00:00,179.21
2/20/2020 16:00:00,177.85
2/21/2020 16:00:00,172.9
2/24/2020 16:00:00,162.99
2/25/2020 16:00:00,161.51
2/26/2020 16:00:00,159.9
2/27/2020 16:00:00,156.09
2/28/2020 16:00:00,157.75
3/2/2020 16:00:00,161.21
3/3/2020 16:00:00,156.73
3/4/2020 16:00:00,160.38
3/5/2020 16:00:00,154.19
3/6/2020 16:00:00,152.18
3/9/2020 16:00:00,137.73
3/10/2020 16:00:00,146.34
3/11/2020 16:00:00,143.04
3/12/2020 16:00:00,129.99
3/13/2020 16:00:00,142.28
3/16/2020 16:00:00,129.32
3/17/2020 16:00:00,136.61
3/18/2020 16:00:00,134.05
3/19/2020 16:00:00,136.7
3/20/2020 16:00:00,139.56
3/23/2020 16:00:00,129.5
3/24/2020 16:00:00,144.95
3/25/2020 16:00:00,154.06
3/26/2020 16:00:00,157.18
3/27/2020 16:00:00,150.03
3/30/2020 16:00:00,154.29
3/31/2020 16:00:00,152.57
4/1/2020 16:00:00,148.45
4/2/2020 16:00:00,141.85
4/3/2020 16:00:00,134.83
4/6/2020 16:00:00,147.01
4/7/2020 16:00:00,146.48
4/8/2020 16:00:00,154.01
4/9/2020 16:00:00,157.04
4/13/2020 16:00:00,153.42
4/14/2020 16:00:00,155.76
4/15/2020 16:00:00,150.6
4/16/2020 16:00:00,154.3
4/17/2020 16:00:00,161.34
4/20/2020 16:00:00,157.01
4/21/2020 16:00:00,153.15
4/22/2020 16:00:00,158.02
4/23/2020 16:00:00,157.02
4/24/2020 16:00:00,156.35
4/27/2020 16:00:00,158.5
4/28/2020 16:00:00,155.86
4/29/2020 16:00:00,157.25
4/30/2020 16:00:00,155.62
5/1/2020 16:00:00,148.99
5/4/2020 16:00:00,158.53
5/5/2020 16:00:00,156.04
5/6/2020 16:00:00,155.7
5/7/2020 16:00:00,157.28
5/8/2020 16:00:00,159.87
5/11/2020 16:00:00,160.05
5/12/2020 16:00:00,156.91
5/13/2020 16:00:00,154.76
5/14/2020 16:00:00,154.81
5/15/2020 16:00:00,157.39
5/18/2020 16:00:00,162.76
5/19/2020 16:00:00,158.25
5/20/2020 16:00:00,158.79
5/21/2020 16:00:00,158.76
5/22/2020 16:00:00,160.48
5/26/2020 16:00:00,162.78
5/27/2020 16:00:00,163.37
5/28/2020 16:00:00,166.69
5/29/2020 16:00:00,168.71
6/1/2020 16:00:00,169.45
6/2/2020 16:00:00,171.21
6/3/2020 16:00:00,176.19
6/4/2020 16:00:00,173.99
6/5/2020 16:00:00,170.85
6/8/2020 16:00:00,172.6
6/9/2020 16:00:00,174.51
6/10/2020 16:00:00,175.68
6/11/2020 16:00:00,165.29
6/12/2020 16:00:00,167.89
6/15/2020 16:00:00,169.7
6/16/2020 16:00:00,169.69
6/17/2020 16:00:00,169.81
6/18/2020 16:00:00,168.58
6/19/2020 16:00:00,168.21
6/22/2020 16:00:00,171.45
6/23/2020 16:00:00,173.05
6/24/2020 16:00:00,168.69
6/25/2020 16:00:00,170.09
6/26/2020 16:00:00,169.62
6/29/2020 16:00:00,170.98
6/30/2020 16:00:00,171.01
7/1/2020 16:00:00,171.94
7/2/2020 16:00:00,172.16
7/6/2020 16:00:00,176.01
7/7/2020 16:00:00,173.51
7/8/2020 16:00:00,175.91
7/9/2020 16:00:00,177.56
7/10/2020 16:00:00,179
7/13/2020 16:00:00,176.33
7/14/2020 16:00:00,178.1
7/15/2020 16:00:00,179
7/16/2020 16:00:00,177.39
7/17/2020 16:00:00,177.56
7/20/2020 16:00:00,180.79
7/21/2020 16:00:00,180.85
7/22/2020 16:00:00,183.03
7/23/2020 16:00:00,182.18
7/24/2020 16:00:00,179.19
7/27/2020 16:00:00,179.93
7/28/2020 16:00:00,178.89
7/29/2020 16:00:00,182.2
7/30/2020 16:00:00,181.02
7/31/2020 16:00:00,181.7
8/3/2020 16:00:00,186.45
8/4/2020 16:00:00,185.51
8/5/2020 16:00:00,186.73
8/6/2020 16:00:00,186.64
8/7/2020 16:00:00,185.95
8/10/2020 16:00:00,184.25
8/11/2020 16:00:00,185.49
8/12/2020 16:00:00,192.63
8/13/2020 16:00:00,194.32
8/14/2020 16:00:00,194.3
8/17/2020 16:00:00,197.19
8/18/2020 16:00:00,196.3
8/19/2020 16:00:00,194.71
8/20/2020 16:00:00,195.02
8/21/2020 16:00:00,193.81
8/24/2020 16:00:00,195.43
8/25/2020 16:00:00,197.31
8/26/2020 16:00:00,199.29
8/27/2020 16:00:00,195.51
8/28/2020 16:00:00,196.3
8/31/2020 16:00:00,194.75
9/1/2020 16:00:00,195.57
9/2/2020 16:00:00,196.69
9/3/2020 16:00:00,190.97
9/4/2020 16:00:00,191.74
9/8/2020 16:00:00,185.84
9/9/2020 16:00:00,189.42
9/10/2020 16:00:00,187.86
9/11/2020 16:00:00,191.72
9/14/2020 16:00:00,191.99
9/15/2020 16:00:00,191.58
9/16/2020 16:00:00,188.85
9/17/2020 16:00:00,190.14
9/18/2020 16:00:00,187.92
9/21/2020 16:00:00,184.1
9/22/2020 16:00:00,183.3
9/23/2020 16:00:00,181.58
9/24/2020 16:00:00,182.83
9/25/2020 16:00:00,181.25
9/28/2020 16:00:00,183.28
9/29/2020 16:00:00,182.35
9/30/2020 16:00:00,184.09
10/1/2020 16:00:00,184.6
10/2/2020 16:00:00,180.87
10/5/2020 16:00:00,182.63
10/6/2020 16:00:00,176.49
10/7/2020 16:00:00,183.4
10/8/2020 16:00:00,181.32
10/9/2020 16:00:00,182.84
10/12/2020 16:00:00,184.9
10/13/2020 16:00:00,184.19
10/14/2020 16:00:00,185.76
